y,x,class
0.5498820329063284,0.5779651886386712,no_correction
0.5836507626726102,0.5982510342973688,no_correction
0.5734473284902268,0.6007642674910573,no_correction
0.5504701117277871,0.5719270777900519,no_correction
0.5622032787765573,0.5828809247386426,no_correction
0.5450542405374627,0.5550839982870648,no_correction
0.5368002324691878,0.5548035918015372,no_correction
0.559918947072618,0.5667734180386171,no_correction
0.5149423561687336,0.5253394507815429,no_correction
0.5625383318055561,0.5884419421979881,no_correction
0.5578959373154708,0.5736297393820299,no_correction
0.5172365952038187,0.5306299059276698,no_correction
0.5708319888495347,0.5719459624868132,no_correction
0.5760768497269955,0.5674441910972453,no_correction
0.5292243215169542,0.5308135324093005,no_correction
0.5898989349999754,0.62845251043109,no_correction
0.5692902039823373,0.598870426494728,no_correction
0.5658513329679803,0.57801901729477,no_correction
0.5184206204042895,0.5318234262893978,no_correction
0.5350797073445679,0.5534182643980741,no_correction
0.5325766569089955,0.5663628645609999,no_correction
0.579459501608858,0.6324263846019538,no_correction
0.5483172578911508,0.5728506906348143,no_correction
0.5408569906185308,0.5616685407113148,no_correction
0.5514004090337342,0.5753625679254222,no_correction
0.589087312096666,0.6261259719883309,no_correction
0.5569206108436572,0.5721253851754253,no_correction
0.5293678142045471,0.557682230428951,no_correction
0.5950505601827225,0.6015038657599978,no_correction
0.5469480024466721,0.5627498523224407,no_correction
0.5515310828543406,0.5749057634833465,no_correction
0.5767694131695622,0.6032261490411515,no_correction
0.5951756576481447,0.6344908683115402,no_correction
0.5594317011946119,0.5900647137959724,no_correction
0.5564891836067756,0.5926156644196028,no_correction
0.5774994668568878,0.5927934943009587,no_correction
0.5401451022376927,0.5717505671109331,no_correction
0.5522788051106323,0.5660229498367534,no_correction
0.5616750726093301,0.5864521618009626,no_correction
0.5835579693556888,0.60049689964605,no_correction
0.5569389622965446,0.5633905780657349,no_correction
0.5455461935216078,0.5776838811256844,no_correction
0.526827268159055,0.5422179795816602,no_correction
0.5800629938269299,0.5991583302087095,no_correction
0.5206379886380803,0.565768252865504,no_correction
0.5384711375068337,0.5548200193523847,no_correction
0.5526731347310542,0.5875529561548799,no_correction
0.5864462534915104,0.596809315726065,no_correction
0.5703771213827006,0.6129254158663177,no_correction
0.5599179488919429,0.5908394243008572,no_correction
0.5677224495057527,0.5860068898872636,no_correction
0.5444639968916103,0.5505029652467206,no_correction
0.5719897557862689,0.6041983422481007,no_correction
0.5562775045612797,0.60103294514418,no_correction
0.5896102944411672,0.6301099905682951,no_correction
0.5695685542872297,0.6127551934352016,no_correction
0.5700093516118094,0.6021473839070743,no_correction
0.5452712600295001,0.5815645299834804,no_correction
0.5642074896477144,0.5935375426208483,no_correction
0.5456683637995341,0.5797305176018623,no_correction
0.5172781924456751,0.5433429113073207,no_correction
0.5753790559321719,0.6024677890148459,no_correction
0.5399206413214424,0.5514539967228104,no_correction
0.5365313945932642,0.5428565066230698,no_correction
0.6164204151441487,0.6300193508688601,no_correction
0.5836130873141782,0.6124470412697278,no_correction
0.6255019561572223,0.6586932380250139,no_correction
0.5658318381010863,0.5920287389432106,no_correction
0.5920757647237815,0.6274892286058029,no_correction
0.5700370783712853,0.6047485022192314,no_correction
0.5797587190671614,0.6165944435573668,no_correction
0.5613088982397865,0.587373554745512,no_correction
0.5181845847653986,0.5345639540286108,no_correction
0.5202777555757645,0.5455279309344332,no_correction
0.5520768009215129,0.5733275436254164,no_correction
0.5260817472336564,0.553842859735485,no_correction
0.5669602390599592,0.58131750161525,no_correction
0.5351071479226036,0.5515039988345185,no_correction
0.5410743736365385,0.5592698162063211,no_correction
0.5554997995315751,0.5813339274578591,no_correction
0.5363337400765339,0.5577689008302938,no_correction
0.5720372103677767,0.608906089722989,no_correction
0.5236645101760838,0.5481270837794064,no_correction
0.5861346060535275,0.6374464425606066,no_correction
0.5342510744228274,0.5551924686452653,no_correction
0.5430555061580493,0.5553498723735552,no_correction
0.569927899505206,0.5997009861883748,no_correction
0.5583568185905575,0.5851933742329337,no_correction
0.5629290525613277,0.569862608823175,no_correction
0.5416047737677118,0.5585738754355142,no_correction
0.5651137563854992,0.5922223170292154,no_correction
0.6055501121732516,0.6203915386110622,no_correction
0.5578258149869192,0.5824916004466943,no_correction
0.5597189022291352,0.587424994942196,no_correction
0.5581705796634832,0.5839717904817079,no_correction
0.5260261764375742,0.5318496985676451,no_correction
0.5241313574469829,0.5531078798900193,no_correction
0.5531917919729157,0.5738649606261343,no_correction
0.6018346502858912,0.6413301980422921,no_correction
0.5856998928527324,0.6319534385430463,no_correction
0.5377740097424774,0.5625973684675823,no_correction
0.5744218092767288,0.5936687078967072,no_correction
0.547229078837927,0.5705166852563984,no_correction
0.5960273391817765,0.6316664283572041,no_correction
0.5398761823420627,0.5545906303660927,no_correction
0.5542153213638258,0.5713810520046197,no_correction
0.5913371372990027,0.6073892795323023,no_correction
0.5193628144187931,0.5297479795137727,no_correction
0.549501842480503,0.5670640713765526,no_correction
0.5750397402467329,0.6026941379036441,no_correction
0.5847397893153571,0.6231222778210322,no_correction
0.594451589132387,0.6231684083695086,no_correction
0.5455017785846652,0.574419428230621,no_correction
0.5656737046398583,0.5783867638872981,no_correction
0.5526089243023955,0.588765023128575,no_correction
0.5513373889222213,0.5718084412157073,no_correction
0.5658000718366072,0.6057676037818303,no_correction
0.5774190755247958,0.606461923162111,no_correction
0.5818547380349701,0.5983706644152653,no_correction
0.5613815832016181,0.5622865478213602,no_correction
0.541299743165188,0.5532417477915024,no_correction
0.5631103260593434,0.5744866590623191,no_correction
0.5637526496904021,0.5696847553931206,no_correction
0.5712084343262911,0.5711012332522891,no_correction
0.5398361910954075,0.5443074967320952,no_correction
0.5846519754733016,0.6094939097855634,no_correction
0.5562591993864022,0.5738218266240342,no_correction
0.5038007621458286,0.5307414907008093,no_correction
0.5453946658839954,0.5556014295198873,no_correction
0.5226662985282797,0.527659984497482,no_correction
0.5696601598154576,0.5973692619876098,no_correction
0.5905491425807581,0.6045656770155597,no_correction
0.549997401558724,0.5707840290724633,no_correction
0.5503126334771767,0.5772592634802639,no_correction
0.5658158496158784,0.5791936291872632,no_correction
0.5475215778258734,0.5865742169458661,no_correction
0.5561238840743719,0.5895567239886336,no_correction
0.5646387897420208,0.581251868041833,no_correction
0.5744874570809463,0.6114309533345649,no_correction
0.5259703200912605,0.5334816948675634,no_correction
0.5218489825447652,0.5526201991662429,no_correction
0.5660137930081525,0.5693247214852811,no_correction
0.5359550345896231,0.5411205442339704,no_correction
0.5945544032173814,0.6255102260800938,no_correction
0.5568253252037222,0.5895765790594021,no_correction
0.5548482478190457,0.5837884812854517,no_correction
0.5508149542455575,0.5724942679843965,no_correction
0.5637704327581026,0.5955961175977542,no_correction
0.5513954669838642,0.5716882808616341,no_correction
0.5622361929105498,0.5883029620752512,no_correction
0.5593320643365886,0.5814935812570101,no_correction
0.593064802489606,0.6162027230695899,no_correction
0.6184543633213581,0.6574451079726779,no_correction
0.5625276770991948,0.5913603386108233,no_correction
0.5900381464429938,0.6078650334241963,no_correction
0.5277416750208637,0.5388524217818376,no_correction
0.539911767819916,0.5630451699633577,no_correction
0.5874495266137049,0.6287142128451801,no_correction
0.5649426260578214,0.5814721039809561,no_correction
0.54077683776927,0.5646661658298505,no_correction
0.6266559622985532,0.6613594800855775,no_correction
0.5485666825610512,0.5659310953915943,no_correction
0.570107162018736,0.6154393231051832,no_correction
0.5435748293806152,0.5572997826460876,no_correction
0.5833177231304648,0.6246398774224815,no_correction
0.5402138304199599,0.5580337407418938,no_correction
0.5690791602472826,0.6053883010604122,no_correction
0.5642253036312479,0.5859444241903212,no_correction
0.5580667566719666,0.5706233753252015,no_correction
0.5792016575212628,0.614471162857362,no_correction
0.5212376857784276,0.5625294951691341,no_correction
0.5415497231474322,0.5578348088427189,no_correction
0.5374794552618838,0.5610821497503762,no_correction
0.5309480442890634,0.5471326773635355,no_correction
0.5404620102837776,0.5473504812402796,no_correction
0.541057042502877,0.5658644408368861,no_correction
0.5745967803105336,0.5865071056470318,no_correction
0.5464766041004215,0.5821234512940177,no_correction
0.5419541946052658,0.5516793102937707,no_correction
0.5437785370101242,0.5596902221858024,no_correction
0.5525275637437416,0.5777383983901675,no_correction
0.5289125889974083,0.5281265459133729,no_correction
0.5576154305284201,0.5913434775265497,no_correction
0.589133833327095,0.6235915788250012,no_correction
0.5615578041769279,0.573758321967426,no_correction
0.5461078906284504,0.5701152991846075,no_correction
0.5595178355457904,0.5830011651371114,no_correction
0.5478416661447135,0.5681715963435722,no_correction
0.548166842274683,0.5916933228619581,no_correction
0.5611883800719243,0.588385149934316,no_correction
0.534429155196674,0.5426466228738251,no_correction
0.5686844416476233,0.590600432047442,no_correction
0.5309508682097026,0.5484835378901636,no_correction
0.5916653464050803,0.6383594895870481,no_correction
0.5966981879558785,0.6414864482236563,no_correction
0.5608838978697227,0.5911141400906958,no_correction
0.5221455600112954,0.5376647835244583,no_correction
0.5731802133398088,0.6115757587413669,no_correction
0.5858521230563012,0.6128388917822839,no_correction
0.5335709836918665,0.5357337363278216,no_correction
0.5771686631745314,0.6019917805930098,no_correction
0.5600175799915496,0.5750082830728774,no_correction
0.6030350420454774,0.6065559864648257,no_correction
0.5530571282637387,0.5838964173898358,no_correction
0.5368346624790387,0.5472639256188528,no_correction
0.5517527908254393,0.5768260653571167,no_correction
0.5832753178764002,0.6170215479204583,no_correction
0.5648258268965194,0.588864804324027,no_correction
0.5717936434699735,0.6068372983266683,no_correction
0.5641287748730325,0.5966658434219995,no_correction
0.5730427191158421,0.6191600835985029,no_correction
0.5633064227818679,0.5898032000153677,no_correction
0.5537030637331496,0.5708949308379917,no_correction
0.566626146691985,0.5944074839273925,no_correction
0.5238934682667228,0.5610026269683895,no_correction
0.5834625271436619,0.6066863689301598,no_correction
0.5869027888317305,0.6078864767372305,no_correction
0.5302657823100146,0.5631362320730556,no_correction
0.6150074076302593,0.6293804509544441,no_correction
0.5210897465273782,0.5473537877028938,no_correction
0.5181322714987655,0.5455011964261436,no_correction
0.5425717793499002,0.5564104773264645,no_correction
0.5370214016281903,0.5561108680285497,no_correction
0.5568790236898736,0.5736419024580206,no_correction
0.551332031261973,0.5836718702575733,no_correction
0.5674890887018516,0.5907725351490741,no_correction
0.5928826871072651,0.6293842584610678,no_correction
0.5598418515649396,0.5938907477002144,no_correction
0.5689951200373763,0.6075135050620928,no_correction
0.5244673996249192,0.5309892692582453,no_correction
0.5654394431126712,0.6059593385183402,no_correction
0.5690643912520468,0.6014871295272504,no_correction
0.59707901718643,0.631071051607872,no_correction
0.5430148718325061,0.5620200310949338,no_correction
0.518594699712594,0.53875192318637,no_correction
0.5684488091810643,0.603931289770694,no_correction
0.5642943650643409,0.599416158884571,no_correction
0.5691719614369066,0.5950113846075267,no_correction
0.5319663576592027,0.541227796193304,no_correction
0.5642297863629785,0.5975898213486266,no_correction
0.557068160005604,0.5726666692131639,no_correction
0.5526656138348738,0.5635395849902722,no_correction
0.5505976304339957,0.5757055235074576,no_correction
0.532468870153589,0.5501745613815455,no_correction
0.5446625601674633,0.5530465327724876,no_correction
0.5594924179890453,0.5769018920291824,no_correction
0.5800857340737045,0.5936215755174366,no_correction
0.5860003205357096,0.6021375169727609,no_correction
